13.03.2018                                                                                        Dynamic List Display                                                                                                1
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
13.03.2018                                                                                          Lantek Details data                                                                                             1
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Lantek Details data
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
| Order     |Total order quantity|BUn|Material   |Document            |Vers|Material Description                    |MRP controller|Basic Start Date|Basic finish date|Material   |Customer material number           |
| 1032941879|                  1 |EA |E007.A15396|9106239387          |03  |9106239387 PLATE LOWER PART             |E52           |01.03.2018      |26.03.2018       |B001.A04186|                                   |
| 1032941880|                  1 |EA |E007.A32417|A59669.0200PA P     |02  |A59669.0200PA P PLATE T=40 S355N        |E52           |01.03.2018      |22.03.2018       |B001.A04186|                                   |
| 1032941881|                  1 |EA |E007.A32419|A59669.0200PA L     |02  |A59669.0200PA L PLATE T=40 S355N        |E52           |01.03.2018      |22.03.2018       |B001.A04186|                                   |
| 1032941882|                  4 |EA |E007.A41007|033-15-11           |    |033-15-11 Blacha X15                    |E52           |01.03.2018      |07.03.2018       |B001.A05860|                                   |
| 1032941883|                  8 |EA |E007.A41008|033-15-10           |    |033-15-10 Blacha X50                    |E52           |01.03.2018      |09.03.2018       |B001.A02717|                                   |
| 1032941888|                  8 |EA |E007.A30591|5241650PA           |00  |5241650 plate(trójkąt), t=12, S690QL    |E52           |05.03.2018      |09.03.2018       |B001.A05930|                                   |
| 1032941900|                  3 |EA |E007.A40002|200334.01           |1   |200334.01 UPPER PLATE S355N T=100       |E52           |12.03.2018      |17.03.2018       |B001.A05988|                                   |
| 1032941902|                  4 |EA |E007.A15178|9106001518          |20  |PLATE 9106001518                        |E52           |12.03.2018      |13.03.2018       |B001.A02743|                                   |
| 1032941910|                  2 |EA |E007.A36882|4136848-PA          |0   |4136848 T=25 PLATE                      |E52           |28.02.2018      |07.03.2018       |B001.A02677|                                   |
| 1032941920|                  4 |EA |E007.A28167|5080140             |02  |5080140 T=12 S420MC                     |E52           |05.03.2018      |09.03.2018       |B001.A05794|                                   |
| 1032941923|                  8 |EA |E007.A28202|5079144PA1          |04  |5079144 T=16 S690QL                     |E52           |07.03.2018      |12.03.2018       |B001.A01780|                                   |
| 1032941924|                  4 |EA |E007.A28243|5079150PA3          |02  |5079150 T=50 S690QL                     |E52           |07.03.2018      |12.03.2018       |B001.A04265|                                   |
| 1032941925|                  2 |EA |E007.A28261|5079153PA2          |04  |5079153 T=16 S355J2G3                   |E52           |05.03.2018      |12.03.2018       |B001.A05796|                                   |
| 1032941926|                  4 |EA |E007.A28262|5079154PA           |04  |5079154 T=16 S355J2G3                   |E52           |05.03.2018      |12.03.2018       |B001.A05796|                                   |
| 1032941927|                  4 |EA |E007.A28263|5079155PA           |04  |5079155 T=16 S355J2G3                   |E52           |05.03.2018      |12.03.2018       |B001.A05796|                                   |
| 1032941935|                  4 |EA |E007.A10931|602344.01           |1   |PLATE LEFT 602344.01                    |E52           |07.03.2018      |12.03.2018       |B001.A06272|                                   |
| 1032941936|                  4 |EA |E007.A15178|9106001518          |20  |PLATE 9106001518                        |E52           |12.03.2018      |15.03.2018       |B001.A02743|                                   |
| 1032941945|                  4 |EA |E007.A03430|100872.01           |02  |100872.01 Plate ski T=20                |E52           |10.03.2018      |22.03.2018       |B001.A02743|                                   |
| 1032941946|                  5 |EA |E007.A10950|A02371.0300         |04  |A02371.0300 EAR S355N T=100             |E52           |12.03.2018      |19.03.2018       |B001.A04086|                                   |
| 1032941948|                  4 |EA |E007.A33065|A54743.0800         |1   |A54743.0800 EAR S355N T=100             |E52           |07.03.2018      |19.03.2018       |B001.A04086|                                   |
| 1032941949|                  2 |EA |E007.A27187|A57971.0200         |01  |A57971.0200 T=15 PLATE                  |E52           |12.03.2018      |16.03.2018       |B001.A06272|                                   |
| 1032941950|                  2 |EA |E007.A11008|A02372.0100         |04  |A02372.0100 BOTTOM PLATE S355N T=100    |E52           |12.03.2018      |16.03.2018       |B001.A04086|                                   |
| 1032941951|                  4 |EA |E007.A06922|A45197.0100         |04  |A45197.0100 T=20 S355N FRONT PLATE      |E52           |18.03.2018      |26.03.2018       |B001.A02743|                                   |
| 1032941952|                  4 |EA |E007.A30666|5209482PA           |00  |5209482 / 5197551 T=20 S420ML           |E52           |17.03.2018      |21.03.2018       |B001.A01371|                                   |
| 1032941956|                  4 |EA |E007.A38764|5288576             |00  |5288576 PLATE T=20 S420ML               |E52           |14.03.2018      |17.03.2018       |B001.A04636|                                   |
| 1032941960|                  1 |EA |E007.A40577|5302516PA1          |00  |5302516, plate, t=15, S355MC            |E52           |12.03.2018      |17.03.2018       |B001.A04213|                                   |
| 1032941965|                 16 |EA |E007.A27207|A60852.0100         |01  |A60852.0100 REINFORCEMENT T=30 S355N    |E52           |12.03.2018      |16.03.2018       |B001.A04185|                                   |
| 1032941966|                  1 |EA |E007.A40703|092-17-01.03        |    |092-17-01.03 Blacha x15                 |E52           |13.03.2018      |16.03.2018       |B001.A05860|                                   |
| 1032941967|                  4 |EA |E007.A06047|439505.0100PA       |05  |439505.0100PA PLATE T=30 S355           |E52           |17.03.2018      |22.03.2018       |B001.A04185|                                   |
| 1032941969|                  6 |EA |E007.A08995|A04326.0200-PA      |02  |A04326.0200 T=100 PLATE LUG             |E52           |10.03.2018      |22.03.2018       |B001.A04086|                                   |
| 1032941970|                  6 |EA |E007.A10510|A39603.0100         |04  |A39603.0100 PLATE S355MC T=15           |E52           |13.03.2018      |19.03.2018       |B001.A06272|                                   |
| 1032941972|                  1 |EA |E007.A40198|9106007988          |1   |9106007988 PLATE S355J2G3 T=20          |E52           |12.03.2018      |23.03.2018       |B001.A04184|                                   |
| 1032941982|                  2 |EA |E007.A40971|A68041.0100         |01  |A68041.0100 IMPACT GUARD T=60 S355J2G3  |E52           |17.03.2018      |20.03.2018       |B001.A04834|                                   |
| 1032941983|                  4 |EA |E007.A37958|A10767.2100         |01  |A10767.2100 PLATE T=30 S355N            |E52           |17.03.2018      |21.03.2018       |B001.A04185|                                   |
| 1032941984|                  4 |EA |E007.A37960|439505.0900         |01  |439505.0900 PLATE T=30 S355             |E52           |18.03.2018      |23.03.2018       |B001.A04185|                                   |
| 1032941985|                  8 |EA |E007.A14954|9106001453          |01  |PART T=20 S355J2G3 9106001453           |E52           |17.03.2018      |21.03.2018       |B001.A02743|                                   |
| 1032941987|                  8 |EA |E007.A15168|9106001567          |02  |PLATE 9106001567                        |E52           |17.03.2018      |21.03.2018       |B001.A02743|                                   |
| 1032941988|                  4 |EA |E007.A15171|9106001525          |02  |PLATE 9106001525                        |E52           |17.03.2018      |21.03.2018       |B001.A02743|                                   |
| 1032941990|                  2 |EA |E007.A17732|9106239813          |01  |9106239813 PLATE S355N T=30             |E52           |18.03.2018      |23.03.2018       |B001.A04185|                                   |
| 1032941993|                  4 |EA |E007.A37787|9106005398          |1   |9106005398 Plate T=20 S355J2G3          |E52           |18.03.2018      |23.03.2018       |B001.A02743|                                   |
| 1032941995|                  2 |EA |E007.A39899|5297118             |00  |5297118, t=15, S420ML                   |E52           |13.03.2018      |20.03.2018       |B001.A01391|                                   |
| 1032941996|                  1 |EA |E007.A33230|101453.01-3AW_PA    |01  |101453.01-3aW (przod) Plate2230x265 T=25|E52           |18.03.2018      |23.03.2018       |B001.A02677|                                   |
| 1032941997|                  2 |EA |E007.A33245|603202.01           |1   |603202.01 T=15 CABLE CHAIN BRACKET      |E52           |17.03.2018      |21.03.2018       |B001.A06272|                                   |
| 1032941999|                  2 |EA |E007.A16493|100883.02W PA04     |03  |100883.02W T=15 S355N                   |E52           |18.03.2018      |23.03.2018       |B001.A06272|                                   |
| 1032942000|                  2 |EA |E007.A32282|A59668.0300PA       |01  |A59668.0300 CROSS PLATE TOP T=15 S355N  |E52           |17.03.2018      |23.03.2018       |B001.A06272|                                   |
| 1032942001|                  1 |EA |E007.A32287|A33434.1100         |01  |A33434.1100 CROSS BAR T=25 S355N        |E52           |18.03.2018      |23.03.2018       |B001.A02677|                                   |
